userId,movieId
92,2361
92,688
92,1669
92,1802
92,784
92,2905
92,1517
92,466
92,404
92,1612
93,1734
93,2536
93,141
93,204
93,798
93,1523
94,686
95,2451
95,98
95,449
95,1505
96,449
96,455
96,948
97,2358
97,1000
97,686
97,1070
97,676
97,2037
97,1442
97,2278
97,825
97,2247
97,941
98,2161
99,1578
99,2003
99,789
99,2907
100,702
101,981
101,1181
101,2014
101,135
101,2622
101,773
101,466
102,976
102,2657
102,1420
102,2288
103,1663
103,1228
103,2082
103,799
103,81
103,2855
104,2213
105,997
105,2814
105,2768
105,1613
106,2362
106,689
107,726
107,264
107,1455
107,927
107,837
107,2935
108,2083
109,2354
109,997
109,610
109,710
109,1195
110,1231
110,1309
111,1229
111,1383
111,1399
111,872
112,999
112,1229
112,462
113,536
113,262
113,404
114,1634
114,1658
114,2213
114,844
114,1614
115,2901
116,2691
116,2255
116,1515
116,1530
117,1646
117,1764
117,1846
117,1079
117,2383
117,2394
117,1945
117,1892
117,1953
117,2099
117,2768
117,2824
117,806
117,1500
117,516
117,2315
118,583
118,1046
118,2356
118,1163
118,1242
118,1278
118,1982
118,2174
118,274
118,385
119,1
119,503
119,1595
119,1915
120,594
120,1077
121,2354
121,918
121,922
121,1603
121,3038
122,1304
122,2213
123,964
123,625
123,585
123,906
123,1005
123,2362
123,1730
123,2387
123,729
123,1877
123,1296
123,1921
123,16
123,774
123,1462
123,1474
123,911
123,2288
123,921
123,930
123,2857
123,2315
124,2411
125,997
125,741
125,862
125,2226
126,1095
126,1750
126,344
127,583
127,637
127,1794
127,1136
127,2536
127,128
127,2909
127,404
128,1958
129,906
129,1168
129,1229
129,216
129,2213
129,48
129,2225
129,928
129,836
130,1046
130,997
130,1914
130,10
130,244
130,321
130,1521
130,946
130,948
131,503
131,608
131,2648
131,2595
131,144
131,17
131,430
131,39
131,48
131,814
131,925
131,478
131,844
132,963
132,1851
132,1840
132,2165
132,869
133,1088
133,1779
133,1261
133,1972
133,120
133,1984
133,1990
133,2072
133,1474
133,385
134,1758
134,637
134,1199
134,1394
135,2072
135,2213
135,2296
136,900
136,995
136,1676
136,700
136,2393
136,1293
136,2404
136,1945
136,746
136,1277
136,1508
136,937
136,1607
137,892
137,505
137,986
137,1046
137,1800
137,173
137,263
137,302
137,244
138,2940
138,501
138,2557
138,240
139,1025
139,500
139,594
139,680
139,997
139,1061
139,1686
139,1229
139,1199
139,1379
139,908
139,841
140,676
140,2737
141,2682
142,1
143,2525
143,1278
144,2138
145,2256
146,2323
146,902
146,905
146,984
146,992
146,1657
146,1594
146,1076
146,721
146,2630
146,2710
146,2744
146,2062
146,2748
146,282
146,25
146,301
146,2212
146,2227
146,825
146,471
146,951
147,976
147,1296
147,1193
147,2719
147,264
147,2139
147,798
147,2296
148,3002
148,965
148,585
148,1046
148,637
148,640
148,1769
148,1056
148,688
148,1772
148,653
148,1175
148,1134
148,1800
148,1877
148,1821
148,1195
148,1954
148,2713
148,262
148,2138
148,1468
148,2825
148,2777
148,862
148,2167
148,327
148,909
148,2283
148,2922
148,938
149,890
149,535
149,965
149,1629
149,900
149,972
149,1152
149,1663
149,2440
149,2394
149,2463
149,1241
149,2466
149,1244
149,90
149,1193
149,2524
149,1829
149,2536
149,204
149,2789
149,2737
149,1999
149,1458
149,287
149,291
149,1467
149,242
149,862
149,445
149,916
149,2293
149,400
149,1613
150,892
150,1000
150,1775
150,2405
150,2472
150,758
150,1430
150,2123
150,2072
150,2259
150,798
150,2213
150,909
150,452
150,927
151,955
151,957
151,505
151,550
151,991
151,1163
151,1060
151,2572
151,2024
151,1339
151,2797
151,2693
151,2137
151,33
151,2260
151,2213
151,369
151,924
151,826
151,3029
151,841
151,1541
152,2096
153,2255
154,2161
155,1775
155,2637
155,1530
156,1235
156,2540
156,1281
156,1928
156,2061
156,221
156,460
156,2233
156,839
156,416
157,2410
157,1756
157,2414
157,998
157,687
157,1712
157,2383
157,1193
157,1895
157,1199
157,2640
157,2594
157,2598
157,2684
157,220
157,2858
157,2889
157,2161
157,456
157,1013
158,912
159,2003
160,2213
161,2318
161,890
161,984
161,1115
161,726
161,1812
161,1314
161,2488
161,757
161,2083
161,255
161,2726
161,264
161,216
161,302
161,2213
161,54
161,446
161,2287
161,827
161,3044
162,2317
162,536
162,1304
162,2671
162,2079
162,2909
163,1932
163,743
163,2633
163,1840
164,698
165,2354
165,1678
165,702
165,2375
165,1746
165,822
166,494
166,498
166,1661
166,615
166,1895
166,1273
166,1287
166,1424
166,1474
166,794
166,308
166,244
166,918
166,1520
166,2296
166,80
166,931
166,833
167,3059
168,2777
169,1083
169,967
169,905
169,994
169,698
169,1070
169,1748
169,744
169,2471
169,1303
169,2015
169,2670
169,1443
169,1449
169,1467
169,2703
169,35
169,37
169,2768
169,864
169,385
169,2900
169,915
169,871
169,928
169,948
170,959
170,501
170,1130
170,2768
171,653
172,2580
173,889
173,959
173,2323
173,1025
173,1034
173,2359
173,1002
173,688
173,1130
173,716
173,2506
173,1812
173,2578
173,1412
173,2033
173,2038
173,256
173,1989
173,2678
173,1450
173,1452
173,2807
173,2876
173,2261
173,45
173,2886
173,2275
173,866
173,919
173,1607
173,942
174,997
174,2534
174,238
174,798
175,1559
175,500
175,1048
175,1657
175,678
175,1779
175,1223
175,2451
175,1805
175,1876
175,2644
175,2647
175,1280
175,282
175,2256
175,35
175,922
175,937
176,1853
176,1814
176,2262
177,2466
177,918
178,982
178,1647
178,2349
178,689
178,2282
178,2835
179,2467
179,2729
180,2213
180,2905
181,498
181,1042
181,608
181,1779
181,1850
181,2525
181,1287
181,2114
181,2742
181,301
181,462
181,403
181,1598
181,883
182,971
182,1152
182,1296
182,2669
183,954
183,905
183,594
183,686
183,120
183,2946
184,497
184,972
184,1802
184,753
185,1056
185,2015
186,1962
186,2087
186,1983
186,2102
186,1989
186,1990
186,2189
186,918
187,620
187,1562
187,1048
187,596
187,1152
187,1223
187,1204
187,754
187,1312
187,1261
187,1209
187,1355
187,170
187,1986
187,192
187,132
187,260
187,220
187,224
187,2759
187,2081
187,302
187,2869
187,244
187,800
187,856
187,2989
188,2371
188,2870
189,1779
190,536
190,6
190,991
190,513
190,822
190,404
191,1960
192,535
192,904
192,504
192,1775
192,1077
192,2093
192,2033
192,2730
192,2736
192,1387
192,1453
192,2128
192,2072
192,63
192,840
192,844
193,1691
193,1714
193,1736
193,728
193,2486
193,1320
193,1453
193,1463
193,37
193,385
193,940
194,1622
194,3003
194,1772
195,886
195,955
195,490
195,1620
195,497
195,3055
195,1029
195,500
195,976
195,559
195,1168
195,615
195,1725
195,1076
195,655
195,1143
195,728
195,730
195,1806
195,1184
195,1823
195,1312
195,1280
195,1289
195,195
195,2674
195,2047
195,1999
195,2185
195,2067
195,781
195,2072
195,24
195,2203
195,2766
195,244
195,2222
195,2167
195,448
195,867
195,2907
195,925
195,2855
195,412
196,48
197,1733
198,500
198,1638
198,981
198,1669
198,1061
198,1066
198,1070
198,2460
198,1838
198,1915
198,2789
198,274
198,2071
198,301
198,2875
198,327
198,2289
198,409
198,3035
199,904
199,649
199,1079
199,2521
199,1838
199,1278
199,2737
199,208
199,230
199,2865
199,2813
199,238
199,2768
199,385
200,2082
201,106
201,1374
201,1430
201,2735
202,502
202,505
202,1056
202,1669
202,698
202,1070
202,1687
202,1872
202,2521
202,2721
202,135
202,2055
202,1387
202,2684
202,10
202,2801
202,399
202,2240
202,1528
202,3035
202,844
202,948
203,217
203,2296
204,976
204,1762
204,1056
204,1065
204,702
204,1077
204,2385
204,1175
204,2632
204,2096
204,2669
204,1463
204,301
204,2260
204,363
204,2167
204,1514
204,928
204,1613
205,907
205,655
205,2383
205,1366
205,1460
205,862
205,825
205,2305
206,864
207,624
208,501
208,2599
208,132
208,1430
208,244
208,869
208,935
208,404
209,1644
210,585
210,1663
210,1267
210,1284
210,123
210,431
211,2907
212,905
212,501
212,976
212,1669
212,1730
212,869
213,369
214,904
214,1299
214,2470
214,1960
214,1320
215,1592
215,1275
216,988
216,2410
216,2356
216,686
216,1003
216,1710
216,1724
216,717
216,725
216,677
216,2516
216,1909
216,196
216,2104
216,2682
216,2693
216,301
216,848
216,2158
216,859
216,1500
216,908
216,911
216,2847
216,826
216,1530
217,2213
218,2317
218,193
219,2331
220,976
220,1758
220,2424
220,1805
220,416
220,2930
221,1087
222,965
222,500
222,702
222,1508
222,922
223,3
223,551
223,1181
223,173
223,111
223,2662
223,424
223,2167
223,463
223,835
224,1079
224,1886
224,17
224,45
224,2831
224,1013
224,941
225,955
225,620
225,543
225,2414
225,1785
225,1222
225,1141
225,1312
225,2541
225,1414
225,1418
225,268
225,219
225,17
225,1462
225,1467
225,302
225,2260
225,922
225,871
225,1522
225,2303
226,2597
227,2077
228,955
228,2901
229,503
229,2088
229,1423
229,244
229,449
229,2909
229,3034
230,999
230,1066
230,1850
230,2096
230,216
230,1466
230,2769
230,244
230,449
230,916
230,1606
231,2317
231,1687
231,1747
231,872
231,933
231,946
232,1163
232,1195
232,195
232,2693
233,692
233,2375
233,95
234,997
234,653
235,962
235,965
235,897
235,1048
235,1053
235,697
235,1772
235,1785
235,1229
235,2461
235,677
235,101
235,1273
235,2643
235,2019
235,2597
235,2112
235,2744
235,848
235,2278
235,932
235,836
235,475
235,3030
235,478
235,2995
235,953
236,2024
236,513
236,1010
237,3002
237,501
237,1579
237,997
237,2597
237,2174
237,324
238,2336
238,978
238,1005
238,2497
238,2515
238,1209
238,2540
238,1319
238,2093
238,2677
238,432
238,952
239,892
239,1453
239,242
239,54
240,978
240,120
240,301
240,513
241,498
241,594
241,862
242,1046
242,594
242,2384
242,2049
242,274
242,782
242,312
242,1010
243,698
244,505
244,216
244,369
244,1606
244,884
245,497
245,969
245,972
245,902
245,1576
245,690
245,2491
245,97
245,1204
245,1444
245,1007
246,2161
247,244
248,130
249,2317
249,905
249,3016
249,1130
249,840
250,536
251,6
251,1303
251,828
252,1558
252,3016
252,63
253,256
253,2729
253,2301
254,2096
255,701
255,1175
255,1199
255,1206
255,2596
255,2662
255,2108
255,2684
255,216
255,2082
255,1506
255,390
255,2294
255,2857
255,1008
255,841
256,1057
256,2474
256,929
256,940
257,499
257,2024
257,1546
258,2452
258,10
258,2187
258,2768
258,806
258,385
259,1229
259,2632
259,2802
259,48
259,1500
259,2902
259,929
259,1530
260,500
260,1783
260,262
260,238
260,2896
261,958
261,3003
261,965
261,701
261,1079
261,1963
261,2646
261,2659
261,1428
261,2750
261,2077
261,32
261,1503
261,513
261,2905
261,953
262,263
262,771
262,822
263,1152
263,2597
263,37
263,1509
264,998
264,1060
264,1730
264,1079
264,2716
264,301
264,57
264,1523
265,624
265,994
265,2747
265,49
265,916
265,950
266,577
266,496
266,216
267,956
267,499
267,264
267,452
268,1088
268,1228
268,112
268,2708
268,1430
268,1343
268,2759
268,31
268,44
268,2779
268,1613
269,1829
270,2326
270,1765
270,708
270,2392
270,1982
270,2200
270,385
270,1521
271,1576
271,1587
271,1592
271,2374
271,2397
271,1875
271,1750
271,1188
271,1320
271,2659
271,2730
271,139
271,2693
271,343
271,360
271,847
271,2896
271,1543
272,1087
272,1634
272,1048
272,1063
272,1850
272,1130
272,1175
272,1816
272,1818
272,1255
272,96
272,1264
272,2643
272,2087
272,2555
272,1425
272,131
272,2071
272,1473
272,321
272,913
272,2907
272,926
272,1010
273,1784
273,2558
273,1195
273,2661
273,216
273,298
273,2296
273,3023
273,2247
274,500
274,994
274,658
274,1839
274,1840
274,1320
274,2096
274,32
274,525
274,844
275,2411
275,2467
275,1274
275,2857
275,837
276,2213
277,301
278,1619
278,1813
278,743
278,2590
278,2049
278,2055
278,2688
278,275
278,2189
278,2222
279,930
280,3007
280,699
281,1657
281,727
281,282
281,43
281,908
282,382
283,653
283,2100
284,965
284,497
284,504
284,980
284,1757
284,1591
284,1062
284,610
284,1222
284,2103
284,2200
284,862
284,2285
284,2230
284,952
285,969
285,2411
285,1005
285,1963
285,132
285,2745
285,22
285,841
286,131
286,2751
287,1568
287,2529
287,758
287,1530
287,2310
288,905
288,1734
288,918
288,399
289,690
289,653
289,1460
289,2137
290,242
291,1643
291,983
291,698
291,746
291,1841
291,2589
291,344
292,216
292,1525
293,956
293,960
293,894
293,686
293,691
293,2405
293,1305
293,1290
293,254
293,33
293,54
293,916
293,455
294,2524
294,1422
295,2944
295,2424
295,744
295,2087
295,2079
295,2082
295,908
295,399
295,929
296,3049
296,1026
296,1579
296,2152
296,2161
297,2323
297,1681
297,192
297,2174
297,1399
298,955
299,652
299,2374
299,1302
299,1420
299,2693
299,912
300,1630
300,1634
300,688
300,1714
300,1070
300,1816
300,2580
300,2033
300,321
300,1504
300,915
300,933
300,831
300,404
300,837
300,946
301,1622
301,1
301,2333
301,620
301,971
301,551
301,686
301,617
301,1750
301,2096
301,248
301,216
301,2705
301,45
301,2165
301,449
301,814
301,2310
302,2317
302,536
302,2940
302,1570
302,686
302,688
302,1126
302,1079
302,2451
302,1235
302,1301
302,92
302,2087
302,1336
302,2693
302,2136
302,2768
302,2167
302,831
302,841
303,3058
303,1782
303,1839
303,131
303,1466
303,2257
303,54
303,858
303,929
303,1013
303,841
304,2317
305,2324
305,497
305,216
306,976
306,1663
306,2555
306,1336
306,2115
306,1467
306,244
306,321
306,399
306,838
306,844
307,1034
307,682
307,692
307,705
307,677
307,2681
307,2682
307,2742
307,438
307,449
307,385
307,1521
307,936
308,497
308,973
308,905
308,906
308,1652
308,608
308,653
308,677
308,2474
308,2599
308,2669
308,244
308,862
308,2288
308,916
308,921
308,462
308,825
308,469
308,524
308,3029
308,837
309,997
309,1115
309,610
309,1932
309,1750
309,1280
309,2174
310,2938
310,904
310,1049
310,697
310,1294
310,1919
310,2677
310,2899
310,460
310,1013
311,2137
312,216
312,1459
313,2768
314,501
314,982
314,692
314,1677
314,2381
314,729
314,741
314,120
314,2667
314,2167
314,385
314,1520
314,927
314,941
315,1905
316,904
316,2768
316,1514
316,844
317,902
318,2742
319,1629
319,902
319,1152
319,1050
319,701
319,610
319,2440
319,1785
319,1076
319,2390
319,1802
319,2558
319,2529
319,1907
319,248
319,264
319,774
319,301
319,848
319,911
319,912
319,933
319,1530
319,941
320,988
321,1040
321,1325
321,2256
321,2760
321,914
321,933
321,2932
322,692
322,2224
323,1160
323,1772
323,97
323,2083
323,908
323,2225
324,583
324,797
324,2768
325,1
325,1189
326,1641
326,697
326,1076
326,2385
326,1932
326,2643
326,2595
326,2029
326,2727
326,2682
326,826
326,833
327,978
327,1170
327,2401
327,2481
327,2638
327,1986
327,2782
327,513
327,879
327,2992
327,950
328,2296
329,891
329,497
329,1637
329,3020
329,2385
329,2033
329,1336
329,204
329,2789
329,2135
329,2150
329,331
329,822
329,928
329,404
329,953
330,216
330,2886
330,2901
330,940
331,994
331,1758
331,2394
331,1805
331,2472
331,2475
331,93
331,2478
331,2479
331,1261
331,1963
331,2015
331,1272
331,1280
331,2718
331,2066
331,161
331,21
331,235
331,315
331,449
331,382
331,908
331,1509
331,2843
331,1530
331,835
331,529
331,421
331,946
331,884
332,1240
332,1963
332,929
332,1530
333,988
333,679
333,1117
333,711
333,2599
333,2744
333,1462
333,49
334,1453
334,518
334,1525
335,968
335,917
335,836
336,1061
336,1168
336,141
336,163
336,2827
336,1546
337,980
337,588
337,1046
337,96
337,2640
337,799
337,326
337,515
338,505
338,1152
338,997
338,1056
338,694
338,1851
338,1235
338,1877
338,1242
338,1189
338,1280
338,2597
338,2718
338,2730
338,2691
338,301
338,311
338,1006
339,978
339,1001
339,690
339,1277
339,256
339,2681
339,938
340,997
340,2632
340,2747
340,927
341,922
342,496
342,1064
342,1855
342,92
342,121
342,264
343,1554
343,1630
343,499
343,976
343,1768
343,702
343,2557
343,2471
343,1954
343,1348
343,2589
343,1364
343,1365
343,1983
343,1460
343,2262
343,1513
343,1514
344,2610
344,2078
344,918
345,3020
346,496
346,1083
346,7
346,905
346,502
346,1090
346,2361
346,727
346,1820
346,1960
346,1915
346,1280
346,2096
346,2104
346,2108
346,264
346,2748
346,443
346,826
346,1604
347,2336
347,2214
347,385
347,948
347,953
348,3007
348,1088
348,818
348,2907
348,841
349,499
349,501
349,976
349,2716
349,238
349,2285
349,921
350,1056
350,2451
350,321
351,906
351,1070
351,2268
351,449
351,948
352,1621
352,962
352,2415
352,2358
352,1157
352,1763
352,1773
352,2374
352,1128
352,2458
352,1751
352,2515
352,1195
352,1201
352,168
352,1982
352,195
352,2175
352,2789
352,2622
352,769
352,229
352,294
352,2705
352,2260
352,793
352,315
352,448
352,451
352,2225
352,513
352,515
352,836
352,937
352,938
353,501
354,2471
354,2137
355,965
355,583
355,544
355,2410
355,1062
355,1779
355,1122
355,610
355,1226
355,2677
355,2114
355,2689
355,216
355,2692
355,21
355,289
355,2705
355,2260
355,516
356,3046
357,886
357,1003
358,1098
358,2400
358,2481
359,2354
359,2213
360,1557
360,822
360,2857
361,2905
362,2802
363,2721
363,63
364,1714
365,22
366,1622
366,3002
366,1756
366,697
366,1775
366,2389
366,2062
366,32
366,424
366,2213
366,2288
366,2968
366,825
366,1530
367,2644
367,2955
368,1088
368,499
368,1785
368,1130
368,96
368,1921
368,248
368,2768
368,362
368,309
368,244
368,805
368,857
368,400
368,525
368,414
369,1903
369,1841
369,460
370,2471
370,2091
371,1562
371,827
372,539
372,1087
372,905
372,981
372,1578
372,2087
372,338
372,324
372,385
372,1506
372,1530
372,946
373,501
374,972
374,499
374,2414
375,1005
375,2296
375,842
376,1
376,906
376,984
376,1583
376,691
376,1229
376,513
377,1048
377,702
377,916
377,917
377,822
377,837
377,844
378,1982
379,727
379,2514
379,460
379,934
380,496
380,1222
380,2802
380,37
380,2200
380,377
380,1607
381,908
381,923
382,37
382,2161
382,2167
383,902
384,909
385,2716
385,131
385,1430
385,1391
385,440
385,2296
385,844
386,904
386,976
386,2496
386,2083
386,2599
386,1430
386,148
386,2262
386,244
386,2235
387,1750
387,2648
388,1062
388,699
388,844
389,2415
389,2705
389,369
390,1692
390,902
390,584
390,1595
390,1941
390,1480
390,2836
390,2905
390,872
391,1624
391,707
391,2486
391,2584
392,2321
392,2323
392,894
392,507
392,701
392,2512
392,1816
392,2540
392,1289
392,2109
392,2684
392,278
392,2811
392,2268
392,48
392,1503
392,1520
392,1521
392,2303
392,471
392,475
393,998
393,2136
393,950
394,498
395,1430
396,984
396,1772
396,2587
396,113
396,2597
396,376
396,872
397,976
397,994
398,958
398,971
398,1003
398,2370
398,1222
398,1737
398,2534
398,2671
398,1428
398,2612
398,2077
398,33
399,1160
400,449
400,872
401,1204
401,11
401,2071
401,908
402,971
402,1772
402,2558
402,97
402,1840
402,2742
402,2693
402,1401
402,930
402,1598
402,1010
402,942
402,884
403,1
403,1936
403,2524
403,180
403,1921
403,2716
403,2033
403,2737
403,2697
403,289
403,2137
403,2262
403,2167
403,2906
403,844
404,701
404,1296
404,916
405,1460
405,1467
406,697
406,1077
406,798
406,45
406,837
407,2728
408,1050
408,700
408,1780
408,2562
408,203
408,909
408,2961
408,2839
408,871
409,2326
409,1661
409,1662
409,637
409,1136
409,1867
409,1841
409,2543
409,2114
409,765
409,2864
409,2200
409,921
409,826
409,836
409,1607
409,952
410,905
410,505
410,1829
410,1841
410,2049
411,975
411,2358
411,1075
411,1799
411,1871
411,2487
411,113
411,1978
411,2174
411,2003
411,2748
411,2802
411,2137
411,1467
411,794
411,438
411,385
411,2968
411,835
411,2306
411,952
412,1622
412,2940
412,894
412,498
412,583
412,1641
412,3020
412,2411
412,1712
412,691
412,1852
412,1730
412,1136
412,2514
412,1895
412,1903
412,2016
412,1915
412,2739
412,2742
412,1392
412,1460
412,2075
412,2260
412,862
412,1503
412,916
412,922
412,931
412,1008
412,937
412,844
413,1714
413,1775
413,264
413,1467
413,451
413,2283
413,953
414,690
415,980
415,553
415,1647
415,1775
415,1794
415,97
415,2004
415,2643
415,2593
415,185
415,2111
415,2739
415,2262
415,396
415,833
415,948
416,958
416,2470
416,1990
417,2905
418,1467
418,320
419,264
419,216
419,2071
419,2137
419,869
419,2975
420,984
420,2174
420,909
420,473
421,1100
422,2999
423,2632
424,6
424,967
424,1088
424,583
424,975
424,501
424,2339
424,982
424,1579
424,998
424,697
424,698
424,2381
424,710
424,1858
424,1868
424,2399
424,744
424,2524
424,2544
424,1275
424,2809
424,2813
424,2222
424,1007
424,1669
424,1063
424,1785
424,2455
424,1953
424,2706
424,122
424,1420
424,1434
424,2736
424,2119
424,2742
424,10
424,278
424,282
424,2750
424,774
424,1463
424,790
424,1473
424,301
424,2259
424,2262
424,431
424,2153
424,1488
424,2894
424,813
424,1506
424,2905
424,1520
424,826
424,81
424,1523
424,471
424,2922
424,937
425,2492
425,1222
425,396
425,894
425,1077
425,2568
425,2161
425,1503
425,2915
425,844
426,2320
426,385
426,1613
426,1296
426,2096
426,133
426,2742
426,798
426,449
426,2288
426,1525
426,948
427,2213
428,216
428,813
429,681
429,2693
429,2072
429,2831
429,1775
429,653
429,1800
429,1841
429,2002
429,2289
429,63
430,731
430,199
430,2062
431,1658
431,1686
431,96
431,798
432,585
433,1471
434,2713
434,2287
435,864
435,2724
435,2730
435,2137
435,2260
435,798
435,946
436,976
436,1640
436,1046
436,1659
436,1168
436,1838
436,301
437,988
437,308
437,918
438,3058
438,988
438,2355
438,1255
438,1256
438,1265
438,2807
438,2078
438,2212
438,2235
438,1603
438,1772
438,1784
438,1293
438,1306
438,2096
438,1982
438,143
438,274
438,2137
438,306
438,45
438,2163
438,923
438,569
438,2934
439,2632
439,2642
439,2719
439,324
440,2138
441,498
441,1609
442,501
442,977
442,2360
442,692
442,1117
442,1222
442,1867
442,2536
442,1393
442,2705
442,2953
442,1060
442,1061
442,1193
442,2096
442,1447
442,1453
442,290
442,424
442,2158
442,2161
442,909
442,478
443,1459
444,683
444,690
444,897
444,642
444,1799
444,2282
444,825
445,3049
445,1895
445,2813
445,1603
445,1046
445,2599
445,797
445,2768
445,942
446,1246
446,1805
446,931
447,697
447,2753
448,2074
449,1500
449,2303
450,976
450,2240
450,1048
451,954
451,3058
451,690
451,725
451,2521
451,2638
451,227
451,2828
451,385
451,519
451,1076
451,1437
451,17
451,2262
451,2167
451,571
452,1288
452,1074
452,1175
452,321
452,324
452,472
452,473
452,940
452,951
453,2326
453,505
453,2354
453,702
453,2646
453,385
453,653
453,1296
453,1839
453,120
453,1453
453,1455
453,301
453,2164
453,1514
453,2296
453,933
453,3030
453,952
454,2326
454,1566
454,869
454,513
454,907
454,550
454,1204
454,2144
454,3029
454,951
455,2599
456,976
456,1010
456,1060
456,321
456,933
457,6
457,2332
457,2370
457,235
457,1033
457,1779
457,653
457,2452
457,282
457,1466
457,35
457,844
458,63
459,260
460,195
460,437
461,2317
461,965
461,594
461,2492
461,2524
461,2705
461,2831
461,2234
461,1603
461,1057
461,1079
461,2597
461,2614
461,428
461,440
461,1514
461,946
462,2789
462,396
462,1609
462,902
462,906
462,139
462,1546
463,1000
463,711
463,826
464,2077
464,1982
464,2739
465,907
466,1098
466,991
466,2407
466,1920
