userId,itemId
207,282
208,412
209,326
209,596
210,373
211,272
212,479
213,569
214,513
215,278
215,467
215,293
216,485
217,413
218,611
219,473
219,252
219,238
220,237
221,333
221,374
222,282
223,473
224,787
224,341
225,775
226,1321
227,630
228,473
228,544
228,559
229,967
230,533
231,473
232,300
233,950
234,797
235,237
235,294
235,626
235,406
236,252
237,253
238,20
239,625
240,266
241,426
241,456
241,696
241,597
242,755
243,1363
244,1046
245,574
245,30
246,281
247,272
247,520
247,284
247,332
248,517
248,587
249,951
250,294
251,950
252,1379
253,346
254,404
255,352
256,521
257,630
258,409
259,279
260,287
261,1423
261,1239
261,1436
261,836
261,1454
261,1461
261,543
261,1478
261,1483
261,1497
261,1508
261,1533
261,466
261,1541
261,1543
261,1576
261,1597
261,1044
261,1608
261,1150
261,1640
261,471
261,221
261,1661
261,918
261,1693
261,1704
261,1217
261,1734
262,324
263,484
264,559
265,272
265,408
265,613
266,425
267,510
268,785
269,284
269,294
269,262
270,425
271,1751
271,1761
272,293
273,264
274,492
275,514
276,253
277,760
278,278
279,695
280,333
281,279
282,1461
283,275
283,482
283,806
283,573
283,299
283,663
284,277
285,996
286,953
286,608
286,353
287,789
287,1794
287,1808
287,163
287,1358
287,1833
288,286
288,307
289,695
290,429
291,555
292,264
293,584
294,333
295,509
296,279
296,627
297,697
297,258
297,300
297,303
297,263
297,633
297,361
298,485
298,637
298,242
298,639
299,333
300,505
301,265
302,426
302,619
303,333
304,283
305,269
306,263
307,353
307,725
308,537
308,268
309,362
310,731
311,549
312,432
313,479
314,246
315,1
316,317
316,943
317,253
318,288
318,494
318,626
319,16
319,30
320,272
320,288
320,632
321,307
322,285
323,424
324,524
324,659
325,946
326,760
327,554
328,1145
329,618
330,609
331,1908
331,1690
332,553
333,651
333,1935
334,559
335,276
336,573
337,300
338,485
339,508
339,329
339,484
339,1167
339,609
339,643
340,354
341,325
342,435
343,251
344,774
345,313
346,284
346,362
347,250
348,497
349,290
350,278
351,1962
352,800
353,799
353,409
354,252
354,39
354,497
355,475
355,591
356,568
356,321
357,236
358,439
359,456
360,412
361,1159
362,39
363,776
364,264
365,588
366,631
366,499
367,545
367,353
368,304
369,290
370,704
371,617
372,1916
372,1199
372,1918
372,1127
372,1186
372,2054
372,2064
372,2069
372,2071
372,2113
372,2122
372,2137
372,2142
372,2150
372,607
372,2194
372,2198
372,2213
372,2222
372,1930
373,596
373,938
374,542
374,601
375,375
376,655
377,2188
378,296
379,655
380,720
380,639
381,696
382,2266
382,2275
382,2296
382,2297
382,2308
382,2311
382,2322
382,2324
382,1486
382,2353
382,2368
382,2387
382,2401
382,2432
382,2451
383,573
384,265
385,1
385,465
386,698
387,22
388,239
389,18
390,1206
391,551
392,962
393,788
394,859
395,279
396,2522
397,274
398,361
399,787
400,1917
401,494
402,252
402,403
402,30
403,621
404,1876
405,423
406,1324
407,409
407,613
408,373
409,2474
410,1041
411,527
411,434
411,771
411,121
412,373
413,286
414,382
414,882
415,788
416,247
417,542
417,461
418,403
419,242
420,307
421,274
422,435
422,262
423,485
424,306
425,775
426,587
427,295
428,272
428,318
428,559
429,1
430,702
431,39
432,412
433,601
434,286
435,306
436,509
437,1040
438,782
439,1279
440,2635
440,1956
440,2642
441,542
441,295
442,439
443,1196
443,2180
444,1140
445,242
446,253
447,180
448,2685
449,1871
450,552
451,1143
452,237
452,1451
452,2611
453,2754
454,463
455,543
456,39
457,2781
457,2811
457,2826
457,2834
458,634
459,509
460,630
461,760
462,2850
463,377
463,601
464,1977
465,320
466,2865
467,2764
468,1827
469,2899
469,2901
470,1539
471,1170
471,2941
471,1253
471,2949
472,2960
473,1758
474,2973
474,2985
474,1423
474,1281
474,1175
474,1901
474,3027
474,3030
474,3054
474,1578
474,3080
474,3124
474,2629
475,3144
475,3156
475,1170
475,3162
475,3170
475,30
476,39
477,2
478,3202
478,1282
478,3240
479,269
480,634
480,359
481,508
482,719
483,763
484,636
485,336
486,563
487,3248
488,5
489,329
490,501
491,242
492,278
493,1146
494,3260
495,1171
496,275
496,696
497,3273
498,260
499,1358
499,1290
500,527
501,2602
502,9
503,325
504,3284
505,769
506,1652
507,276
508,38
509,637
510,3326
511,325
512,3339
512,3350
512,389
513,575
514,1448
515,1243
516,294
517,1853
518,293
519,295
520,1318
520,1333
521,3393
522,3412
522,179
522,3418
523,358
524,595
525,954
526,253
527,514
527,2277
527,3477
528,3480
529,396
530,11
531,279
532,3492
533,843
534,8
535,3413
536,328
537,1339
538,552
539,728
540,2808
540,421
540,1607
541,2075
542,1135
543,1136
543,3577
544,2755
544,1871
544,1766
544,2587
545,728
546,3608
547,792
548,772
549,252
550,950
551,721
552,955
553,969
554,291
555,325
556,287
557,794
557,675
558,1337
559,1288
560,270
561,257
562,242
563,536
564,484
565,558
566,587
567,3009
568,1780
569,3696
569,1375
570,3707
570,3708
570,66
570,3720
570,1188
570,228
571,3767
571,864
571,3780
571,3784
571,347
571,3797
572,639
573,3807
574,306
575,238
576,670
577,237
578,303
579,329
580,677
580,3824
581,3669
582,277
583,529
584,421
585,398
586,294
587,376
588,501
589,599
590,2295
590,3854
590,1797
590,3864
590,541
590,3460
590,3724
590,3873
590,3474
590,1150
591,540
592,2933
593,575
594,3514
594,2600
594,3923
594,3941
594,2244
594,1582
594,3983
594,2956
594,4008
594,4009
594,4024
594,4025
594,4029
594,1715
595,449
595,2689
596,960
596,2710
597,358
598,739
598,4050
599,4061
599,2115
599,4069
599,2167
600,808
600,4083
601,4091
602,560
602,2189
603,4115
604,2090
605,2141
605,2662
606,4092
606,2140
607,2034
608,793
608,3695
608,2015
608,2023
608,4153
608,4143
608,2135
608,615
608,1126
608,1137
608,2232
608,4182
608,1169
609,2473
610,3563
611,4134
612,2021
612,1922
612,4199
612,642
613,1141
614,2009
615,4214
616,4220
616,4222
616,1963
616,2196
616,4227
617,4232
617,1930
618,1134
618,4127
619,2000
619,4248
620,1988
620,4089
620,3564
620,2080
620,4266
620,2120
620,2133
620,2171
620,2183
620,1136
620,2208
620,2218
620,4252
620,4226
620,4207
621,809
621,3695
621,2017
621,4060
621,4260
621,3556
621,1360
621,4262
621,4287
621,4144
621,3575
621,2195
621,2199
621,1933
621,4187
622,2648
622,615
622,2567
623,2194
624,2019
624,2146
624,2149
624,4304
625,1920
625,2059
625,2062
625,2127
625,2656
625,2168
625,2168
625,3575
625,4070
625,2217
625,4127
625,1936
625,4331
626,3563
626,4336
626,2066
626,2113
626,2136
626,4270
626,2175
626,2180
626,4174
626,4176
626,2211
626,3701
626,4207
627,1199
628,2060
628,2146
629,1126
630,3694
630,1373
630,1805
630,2065
630,1131
630,2148
630,2158
630,2174
630,2192
630,2194
630,1934
631,1992
631,3701
632,1373
633,2137
633,4251
633,4183
634,1933
635,2066
635,2200
636,4240
636,4259
636,2060
636,2089
636,1339
636,2186
637,1136
638,1360
638,4268
638,2192
638,4209
639,4132
640,2029
640,1370
641,2095
641,3687
642,3435
642,2105
643,2055
643,2090
643,3698
644,1972
644,2055
644,2061
644,4131
644,4314
644,2151
644,2156
644,4270
644,2175
644,2194
644,4360
644,4226
645,4267
645,2194
646,4351
647,4353
647,4175
648,1988
648,2090
649,1963
650,1963
651,4267
651,2518
652,2164
653,4198
654,4190
654,2030
654,1372
654,2076
654,2077
654,2137
654,4095
654,2175
654,2192
655,1914
656,4158
657,4139
658,2794
658,3417
658,2350
658,1378
659,2645
659,4393
659,4104
659,2111
660,2036
660,2093
660,2113
660,2129
661,4364
662,2013
662,1921
663,3192
663,1199
663,4257
663,4153
663,4092
663,4341
663,3526
663,2175
663,2216
663,4360
664,4399
664,4141
664,4400
665,1929
666,1993
666,2028
666,4259
666,2188
666,4361
666,2233
666,4181
666,4208
667,2181
667,4072
667,4180
668,1988
668,2101
669,2643
669,2002
669,1946
669,4320
669,3696
669,3599
669,1374
669,2137
669,2184
669,3701
669,2229
669,4251
669,4274
669,4118
670,2216
671,4130
671,2181
672,2595
673,2650
674,560
674,2156
675,1987
676,4190
676,3416
676,1255
676,4359
677,4267
678,4333
678,2147
678,4251
678,4316
679,2025
679,3556
679,2468
679,2127
679,2150
679,2658
679,2186
680,2233
681,4102
682,1920
682,4282
682,1925
682,1928
682,2195
682,4360
682,2220
683,3525
683,2157
683,2662
684,1245
684,4159
684,2168
684,2218
685,4116
686,1916
686,4060
686,2105
686,4345
687,4247
687,4262
687,2158
687,4272
688,2649
689,4162
689,4178
690,2178
690,1125
691,2012
691,1128
691,4067
691,2204
692,4057
692,2148
693,2223
694,1137
694,4196
695,2075
695,4188
696,1372
697,4190
698,1198
699,4090
699,1129
699,4191
699,4191
700,4311
701,4307
702,2538
703,4263
703,4263
704,4169
705,177
706,2062
707,2012
707,4152
707,4292
707,4342
707,4301
708,2146
708,1136
709,1199
709,4090
709,462
709,3575
710,4220
711,2009
712,4094
713,615
714,1999
715,4264
716,1295
717,4065
718,1255
718,2167
718,2217
718,4183
719,4134
719,3555
719,2116
719,4369
720,3525
720,4171
720,2182
720,1261
720,4070
720,1930
721,2537
721,1342
722,2079
723,1990
723,1920
723,2080
723,2082
723,2468
723,2101
723,2109
723,2136
724,1920
724,4212
724,4266
724,2188
725,1126
726,1335
726,2652
726,4131
726,4184
727,4337
728,1987
729,2567
730,4096
731,4252
732,2175
733,615
734,3565
734,2567
735,3192
736,2116
736,4192
737,4199
738,1995
739,3569
739,4065
740,1783
741,4103
742,1916
742,3565
742,4262
742,3572
742,2066
742,2090
742,3278
743,2148
744,1255
745,2003
745,2650
745,2045
745,1926
746,2177
747,2192
748,4134
748,4282
748,4117
748,1340
749,4338
749,2105
750,4336
751,2013
752,1963
752,4232
753,4298
754,2141
755,1255
756,2019
756,4144
756,2213
756,4406
757,2177
758,2007
758,1918
758,4138
759,4247
759,2055
759,1260
759,4269
760,1915
760,2187
761,4148
761,1136
761,2233
761,4085
761,4185
761,4118
761,2663
761,4124
762,4337
762,2070
762,2074
762,2097
762,3839
762,4345
763,2039
764,1340
765,2121
766,3564
766,2043
766,4091
766,2120
766,2134
766,2185
767,4088
768,4182
769,4270
770,927
771,1374
772,1141
773,4336
773,3524
774,2096
774,4234
775,2054
775,1136
775,2190
776,4068
777,2648
777,1342
777,2538
777,2087
777,4122
777,2158
777,2169
777,2177
778,2226
779,3280
779,1161
779,4306
780,2200
781,2107
781,2111
782,4224
782,4179
783,2651
783,4394
784,4312
785,2095
786,4126
786,2074
787,1988
787,1990
787,2011
787,4258
788,4197
788,2209
789,2489
789,104
790,4199
790,4108
791,1511
792,1742
793,4445
793,4447
793,2784
793,864
793,4471
794,1160
794,2100
795,2036
795,4340
795,2115
795,2201
796,2204
796,2229
797,2042
797,2538
797,2136
797,2138
797,4111
797,4403
798,2119
798,4184
799,2656
799,2144
799,2209
799,1930
799,2233
800,2090
801,1918
802,2090
802,2661
803,4098
804,1245
805,2019
806,4240
806,3566
806,2540
806,2220
806,1930
806,1931
806,2229
806,1936
806,4486
807,2194
807,4074
808,1923
808,4067
808,4298
809,2087
810,4212
810,1922
810,1340
810,4111
810,2204
810,2206
810,2229
810,4127
811,2121
812,1199
812,2261
812,974
812,2885
812,4443
812,4505
812,53
812,3714
812,981
812,4520
812,178
812,4525
812,2555
812,4528
812,1239
812,4539
812,3638
812,4542
812,4410
812,1975
812,3463
812,2342
812,4560
812,1520
812,4563
812,4565
812,869
812,4573
812,4580
812,4581
812,1008
812,3240
812,888
812,4597
812,896
812,4433
812,4612
812,4468
812,119
812,908
812,4639
812,1106
812,2681
812,4651
812,4653
813,4171
814,1281
814,959
814,4670
814,1569
815,2012
815,2018
815,4321
815,2059
815,2066
815,4242
815,2084
815,2468
815,4104
815,4145
815,4268
815,1141
815,2189
815,2190
815,1126
815,2223
815,1378
816,1150
817,1988
817,809
817,1339
817,2158
817,4096
818,2146
819,379
820,2168
820,4677
821,2539
822,1868
822,2268
822,2569
822,1885
823,2643
823,4231
823,2075
824,1997
824,2644
824,2004
825,1245
825,2204
826,2000
826,4322
827,534
828,1127
829,1342
830,2015
830,1186
830,1258
830,960
830,2085
830,4122
830,4703
831,1130
832,1126
833,2256
833,1856
833,1785
833,4717
833,3846
833,4517
833,817
833,1775
833,1422
833,2311
833,2314
833,1804
833,841
833,79
833,795
833,2665
833,4759
833,4759
833,1811
833,853
833,1498
833,162
833,931
833,1120
833,3883
833,870
833,1859
833,95
833,190
833,2377
833,4577
833,4797
833,4585
833,1123
833,4817
833,4827
833,4646
833,4655
834,1143
835,2166
835,2214
836,1988
836,1885
836,2142
836,2180
836,1136
836,2198
837,2112
838,2648
838,2134
838,2178
838,2659
838,4085
839,4239
839,1342
839,2075
840,4261
840,2136
841,4271
842,1250
842,3675
842,2193
842,2661
843,1198
843,2161
843,4361
844,4272
845,1946
845,2149
845,2180
845,2203
845,3704
846,3695
847,1137
848,1931
849,4259
849,2180
850,1003
850,2192
850,4183
851,3574
852,4075
853,1928
854,2009
855,2016
855,3570
855,4158
855,865
855,2194
855,4352
856,1199
857,1245
858,1255
858,1930
858,3704
859,2090
860,2023
860,1196
860,2180
860,2180
860,4207
861,1134
861,2225
862,1040
863,4252
864,2565
865,2565
865,1161
865,4228
866,2196
867,1146
867,2457
868,4425
869,2075
870,2105
870,1260
870,2539
870,4298
870,2157
870,1126
870,2233
871,4211
872,1342
872,1360
873,2595
873,2020
873,2127
873,2140
873,2186
873,4106
874,4073
875,3694
875,4102
875,1929
875,1935
876,2021
876,2040
876,1922
876,2144
876,4343
876,2162
876,4111
876,2230
876,4252
877,4896
878,2648
879,4913
880,2200
881,4333
882,4341
882,1261
883,1922
884,2005
885,2013
886,2186
887,2168
887,2180
887,2191
887,2225
887,1933
887,4075
888,3562
889,1360
889,3572
889,2074
889,2082
890,1255
891,4240
892,2020
893,2090
894,1920
894,2131
895,2087
895,2089
895,4127
896,2646
897,2643
897,4407
897,4242
897,2191
897,2232
898,4108
898,2138
899,2198
900,757
900,3090
901,1245
901,4271
902,845
903,2078
904,2537
904,4183
905,2066
905,4277
906,4302
907,1167
908,2206
909,2105
910,1972
910,4345
911,2119
911,2233
912,86
912,4809
913,1244
913,4962
913,3940
913,1371
913,1358
913,4979
913,3104
913,1635
913,1675
913,1706
914,2237
915,5003
916,4137
917,4325
918,1141
918,1937
919,3563
919,2937
919,2113
920,1920
920,2062
920,2135
920,1929
921,4406
922,1130
922,4246
922,5008
923,1134
924,2198
925,4310
925,2127
926,2230
927,1342
928,4321
928,4158
928,4180
929,2220
930,4245
931,1245
932,1930
933,3508
934,3524
935,3269
936,2058
936,2136
937,4115
938,2502
939,2164
940,4302
941,1992
942,1258
942,4276
943,1475
944,840
945,2883
946,461
947,1038
947,2502
948,881
948,5052
948,216
949,1629
950,4957
951,2036
952,1442
953,8
953,1512
953,2387
953,1205
954,1993
955,4215
955,2506
955,2935
955,28
956,1007
957,560
957,2074
957,4144
957,1126
958,1471
958,5097
959,3523
960,4393
961,1127
961,4234
962,2651
963,1922
963,1196
963,615
964,2073
965,4309
966,2117
967,4314
968,2066
968,1931
969,2027
969,4131
969,560
969,1339
969,1294
969,3699
969,1133
969,4327
969,2234
970,3584
970,5108
971,832
972,4261
972,4322
972,2234
972,4186
973,1921
974,2613
975,4238
976,4345
977,2055
977,2168
978,4137
978,4140
978,4201
978,2147
978,2232
979,2058
979,4305
980,1255
980,1360
980,2092
980,1375
980,2203
981,2090
982,4394
983,2000
983,1886
983,4126
983,2176
984,2923
984,4523
984,5123
984,4688
984,4875
984,5130
985,2000
986,2176
987,1136
988,1255
989,4341
990,2107
991,2190
992,5153
993,4063
994,1160
994,4090
994,2164
995,2026
996,3435
996,4112
997,3650
998,4358
998,2217
998,4352
999,1133
1000,5167
1000,4980
1000,5175
1001,4295
1002,2184
1003,5191
1004,5196
1004,1459
1004,961
1004,5206
1005,3570
1005,4308
1006,5226
1006,3089
1006,5241
1006,1675
1006,1184
1007,1933
1008,2075
1008,1924
1008,2205
1009,2228
1010,3556
1010,4100
1011,2525
1011,4354
1012,4099
1013,2036
1013,2199
1014,1992
1015,3704
1016,4734
1016,4372
1016,5268
1016,5276
1016,90
1016,2377
1016,1014
1017,2189
1018,2657
1019,2078
1020,5309
1021,2008
1021,2653
1021,4093
1022,2104
1023,3533
1023,2319
1023,2344
1023,865
1024,840
1024,3701
1025,4302
1026,2000
1027,2005
1028,4207
1029,4495
1029,810
1029,159
1029,3711
1029,4114
1029,3533
1029,4408
1029,4286
1029,3857
1029,2319
1029,4750
1029,5383
1029,3726
1029,3462
1029,1077
1029,4768
1029,4561
1029,4691
1029,163
1029,2842
1029,107
1029,892
1029,4464
1029,5437
1029,4613
1029,5443
1029,903
1029,1098
1029,905
1029,4829
1029,119
1029,5454
1029,1017
1029,3825
1029,4649
1030,4140
1031,4596
1032,4909
1033,91
1034,2080
1035,4281
1035,2087
1035,1130
1036,1997
1037,4212
1038,2105
1038,1133
1039,127
1040,808
1040,5488
1040,825
1040,1064
1040,4688
1040,1446
1040,79
1040,5507
1040,3644
1040,5514
1040,577
1040,216
1040,3245
1041,868
1042,4303
1042,4316
1043,1199
1044,2023
1044,1256
1044,4182
1045,2230
1046,961
1046,2092
1046,1936
1046,4272
1046,4228
1046,4189
1047,2009
1047,1939
1048,4295
1049,3712
1049,455
1049,3543
1050,1125
1050,3602
1051,4127
1052,384
1053,2013
1054,4268
1055,2159
1055,5533
1056,5536
1057,825
1058,2000
1059,1995
1060,4239
1061,3695
1061,2012
1061,2194
1061,2204
1062,4274
1062,1940
1062,4189
1063,2194
1064,2191
1065,2180
1066,2653
1067,8
1068,2082
1069,2232
1070,2525
1071,2091
1071,2164
1072,3572
1073,2191
1074,1946
1075,4114
1075,4323
1075,2468
1075,2148
1075,1930
1076,2074
1076,2136
1077,5538
1077,3975
1077,5560
1078,1141
1079,1946
1080,4086
1081,3701
1082,970
1082,1720
1083,3555
1084,4250
1085,1561
1086,2025
1087,1936
1087,4187
1088,5567
1089,4167
1090,1294
1091,2026
1091,4169
1091,2165
1091,2231
1092,3740
1093,2127
1094,1997
1094,2187
1094,4187
1095,969
1096,5572
1096,5573
1096,5580
1096,5585
1096,1515
1096,4885
1096,5620
1096,5251
1097,451
1098,2136
1098,2142
1099,2263
1099,1109
1099,5646
1099,2293
1099,4414
1099,795
1099,993
1099,5669
1099,185
1099,1816
1099,1083
1099,1083
1099,1083
1099,3735
1099,5678
1099,3629
1099,4794
1099,4803
1099,1827
1099,5697
1099,119
1100,4138
1101,3573
1102,2135
1103,1256
1104,2013
1104,2133
1104,4204
1104,4356
1105,1999
1105,3570
1106,4231
1107,2180
1108,2026
1109,1130
1110,4115
1110,560
1110,1261
1110,3704
1111,2136
1112,1921
1112,2183
1112,3577
1113,4264
1114,3695
1114,4185
1115,2219
1116,2065
1116,3573
1116,2134
1116,1935
1117,2012
1118,1916
1119,4311
1120,2879
1120,2718
1120,3074
1121,2646
1121,4097
1122,2059
1123,3556
1124,2468
1125,1374
1125,3269
1125,2182
1125,2567
1126,4197
1127,1921
1128,4333
1129,1143
1130,1936
1131,4266
1132,2329
1133,2151
1134,2137
1135,602
1136,534
1137,1256
1138,2086
1139,4418
1139,1134
1140,2011
1141,1933
1142,4358
1142,5731
1142,5733
1142,1973
1142,5754
1143,2192
1144,4187
1145,2137
1146,2648
1147,4265
1147,2127
1148,2195
1149,2168
1150,2025
1150,2066
1150,2130
1151,3435
1152,3991
1152,1702
1153,2162
1154,2137
1155,2220
1156,2090
1157,1059
1157,5786
1157,1122
1157,4177
1157,143
1158,4345
1159,2127
1160,4251
1161,4125
1162,4241
1163,4241
1164,2093
1165,2107
1166,894
1167,3674
1168,2049
1169,2004
1170,2004
1171,2149
1172,1260
1173,1924
1174,2085
1175,1916
1176,1134
1177,4309
1178,2142
1179,2178
1180,1803
1180,445
1180,2225
1180,4184
1180,4306
1181,4187
1182,4121
1183,4198
1184,3701
1185,4100
1186,2237
1187,1125
1187,472
1188,2248
1189,2566
1189,5810
1189,3541
1189,838
1189,5815
1189,2890
1189,1567
1189,2420
1189,1026
1189,2683
1190,2535
1190,390
1191,4715
1191,3489
1191,5777
1191,5857
1191,1951
1191,2543
1191,3463
1191,5880
1191,5886
1191,5887
1191,1559
1191,4460
1191,887
1191,4612
1192,1231
1193,928
1193,5912
1194,1449
1195,1171
1195,1037
1196,2924
1196,1420
1196,2759
1196,1079
1196,1079
1196,5940
1197,5945
1198,970
1199,5955
1200,1150
1201,3912
1202,3604
1202,703
1202,688
1202,2684
1202,5544
1202,3011
1202,3049
1202,712
1203,4924
1204,854
1205,76
1205,2691
1205,372
1206,1473
1206,711
1206,5991
1207,1044
1208,959
1208,6002
1209,2174
1210,1422
1210,1811
1210,2376
1211,1672
1212,4183
1213,990
1213,870
1213,111
1213,4606
1214,6016
1215,3864
1215,5447
1216,1140
1217,538
1218,6039
1219,3925
1220,1272
1220,755
1221,3509
1222,6042
1222,865
1223,4428
1223,5260
1223,4363
1223,6055
1223,1774
1223,2311
1223,68
1223,1061
1223,1776
1223,6062
1223,1064
1223,3158
1223,2314
1223,1071
1223,538
1223,1469
1223,85
1223,2761
1223,88
1223,2543
1223,6068
1223,867
1223,6075
1223,2373
1223,6079
1223,5931
1223,4610
1223,1014
1223,6093
1223,148
1224,449
1225,1410
1226,4439
1227,1287
1228,1793
1228,2377
1228,4801
1228,5828
1228,4825
1228,4827
1229,2883
1230,1397
1231,1199
1232,1775
1233,1524
1234,6135
1234,538
1234,3775
1234,6156
1234,6170
1234,6170
1234,6170
1235,3510
1236,3369
1237,1199
1237,6178
1237,4705
1237,4710
1237,6007
1237,4533
1237,5030
1237,3464
1237,6071
1237,3752
1238,538
1239,758
1240,808
1240,160
1241,1539
1242,450
1243,3841
1243,52
1243,1774
1243,78
1243,4778
1243,6237
1243,1817
1243,3736
1243,4574
1243,6244
1243,1600
1243,3334
1243,132
1243,6260
1244,4540
1245,3740
1246,5841
1246,1329
1247,2740
1248,682
1248,1486
1248,3418
1248,6284
1248,6285
1248,5468
1248,4056
1249,3710
1249,1397
1249,6298
1249,3870
1249,6308
1249,111
1249,6168
1250,1788
1250,1394
1250,5880
1250,6354
1250,4643
1251,5571
1251,5217
1251,3955
1252,3648
1253,2251
1253,6362
1253,5644
1253,6378
1253,5315
1253,748
1253,5817
1253,2342
1253,2850
1253,1547
1253,1567
1253,6407
1253,6316
1253,3478
1253,1092
1253,1044
1253,2427
1253,4633
1253,216
1253,4635
1253,4642
1253,4643
1253,1655
1253,918
1253,226
1253,229
1253,4654
1253,1268
1253,6095
1253,5941
1253,6458
1253,3758
1254,1911
1255,3656
1255,881
1256,4539
1256,888
1256,2410
1256,1016
1256,6439
1257,2879
1257,6489
1257,6492
1257,1658
1257,6501
1258,6506
1258,2569
1258,836
1258,6510
1258,5131
1258,886
1258,5449
1259,6522
1260,6526
1261,1150
1262,932
1262,3517
1263,2128
1264,1126
1265,1171
1266,2171
1267,1134
1268,4088
1269,4237
1270,2142
1270,2168
1271,690
1271,28
1272,2005
1273,2145
1274,2065
1275,2137
1276,4120
1277,4065
1277,4357
1278,4229
1279,6281
1280,2164
1281,3277
1281,1374
1282,2057
1283,2183
1284,1132
1285,1376
1286,850
1287,1136
1288,4128
1289,2540
1290,4139
1290,2222
1290,4127
1291,881
1292,2538
1293,2118
1294,4320
1295,4191
1296,2092
1297,2036
1298,1963
1299,2055
1300,5116
1300,6550
1300,3456
1300,978
1300,6554
1300,1115
1300,2322
1300,2460
1301,4151
1302,4070
1303,4183
1304,1130
1305,8
1306,3353
1306,3972
1306,6579
1306,1729
1307,961
1308,2079
1309,3392
1309,3994
1309,1971
1309,6496
1310,2137
1311,6617
1311,1123
1311,5288
1311,1613
1311,1648
1311,6436
1312,28
1313,4250
1313,2232
1314,5025
1314,3168
1315,4132
1316,1343
1317,4104
1317,6628
1317,6089
1318,2096
1319,2183
1320,3525
1321,4343
1322,2204
1323,1375
1324,3697
1325,4211
1326,4418
1327,6636
1328,1917
1329,2174
1330,1360
1331,2145
1332,1134
1333,1375
1334,5105
1335,5099
1336,1154
1336,5187
1337,1566
1337,1766
1337,6670
1338,1880
1339,6672
1339,3589
1340,2758
1341,1634
1341,2592
1342,2741
1342,6700
1342,1280
1343,1354
1343,2741
1343,1447
